Zone;Date;Taux de chomage;Code zone;Code Région
Segré;2003-04-01;4.3;5208;52
Segré;2006-01-01;5.6;5208;52
Segré;2005-07-01;5.5;5208;52
Laval;2016-07-01;6.6;5209;52
Laval;2014-07-01;6.8;5209;52
Laval;2017-10-01;5.6;5209;52
Laval;2003-07-01;5.0;5209;52
Laval;2016-04-01;6.7;5209;52
Laval;;;5209;52
Laval;2012-04-01;6.3;5209;52
Laval;2018-01-01;5.8;5209;52
Laval;2019-01-01;5.7;5209;52
Mayenne;2016-07-01;6.7;5210;52
Mayenne;2010-04-01;5.8;5210;52
Mayenne;2013-07-01;6.7;5210;52
Mayenne;2012-04-01;5.9;5210;52
Mayenne;2005-07-01;5.5;5210;52
Mayenne;2008-04-01;4.2;5210;52
Mayenne;2008-01-01;4.2;5210;52
Mayenne;2019-04-01;5.4;5210;52
La Ferté-Bernard;2007-07-01;5.2;5211;52
La Ferté-Bernard;2007-01-01;5.2;5211;52
La Ferté-Bernard;2014-07-01;8.6;5211;52
La Ferté-Bernard;2013-10-01;8.3;5211;52
La Ferté-Bernard;2018-04-01;7.1;5211;52
La Ferté-Bernard;2004-07-01;6.3;5211;52
La Ferté-Bernard;2009-04-01;7.9;5211;52
La Ferté-Bernard;2019-04-01;6.9;5211;52
La Flèche;2007-01-01;8.2;5212;52
La Flèche;2010-07-01;8.7;5212;52
La Flèche;2014-07-01;9.9;5212;52
La Flèche;2011-01-01;8.6;5212;52
La Flèche;2017-10-01;8.6;5212;52
La Flèche;2017-01-01;9.5;5212;52
La Flèche;2005-04-01;7.2;5212;52
La Flèche;2009-04-01;9.3;5212;52
La Flèche;2004-01-01;6.9;5212;52
Le Mans;2011-01-01;8.6;5213;52
Le Mans;2018-04-01;8.9;5213;52
Le Mans;2008-01-01;6.1;5213;52
Le Mans;2016-10-01;9.8;5213;52
Le Mans;2019-07-01;8.5;5213;52
Sablé-sur-Sarthe;2010-10-01;7.7;5214;52
Sablé-sur-Sarthe;2010-04-01;8.2;5214;52
Sablé-sur-Sarthe;2006-07-01;6.6;5214;52
Sablé-sur-Sarthe;;;5214;52
Sablé-sur-Sarthe;2016-01-01;8.4;5214;52
Sablé-sur-Sarthe;2019-07-01;6.9;5214;52
Challans;2009-01-01;8.5;5215;52
Challans;2011-07-01;8.7;5215;52
Challans;2011-01-01;8.6;5215;52
Challans;2003-10-01;7.6;5215;52
Challans;2009-07-01;9.5;5215;52
Challans;2012-10-01;9.5;5215;52
Challans;2016-01-01;9.6;5215;52
Challans;2008-04-01;6.4;5215;52
Challans;2008-07-01;6.6;5215;52
Challans;2019-01-01;8.1;5215;52
Fontenay-le-Comte;2007-10-01;5.8;5216;52
Fontenay-le-Comte;2014-10-01;9.7;5216;52
Fontenay-le-Comte;2011-04-01;8.1;5216;52
Fontenay-le-Comte;2016-04-01;9.2;5216;52
Fontenay-le-Comte;2006-07-01;7.0;5216;52
Fontenay-le-Comte;2009-10-01;8.4;5216;52
Fontenay-le-Comte;2013-10-01;9.6;5216;52
Fontenay-le-Comte;2005-04-01;7.0;5216;52
Fontenay-le-Comte;2012-01-01;8.8;5216;52
Fontenay-le-Comte;2018-04-01;8.1;5216;52
Fontenay-le-Comte;2008-01-01;5.6;5216;52
Fontenay-le-Comte;2019-07-01;7.5;5216;52
Les Herbiers;2011-10-01;4.9;5217;52
Les Herbiers;2007-10-01;3.0;5217;52
Les Herbiers;2005-10-01;4.3;5217;52
Les Herbiers;2011-04-01;4.5;5217;52
Les Herbiers;2013-10-01;5.6;5217;52
Les Herbiers;2008-10-01;4.2;5217;52
Les Herbiers;2008-07-01;3.4;5217;52
Les Herbiers;2004-01-01;4.4;5217;52
La Roche-sur-Yon;2007-04-01;5.7;5218;52
La Roche-sur-Yon;2014-07-01;8.6;5218;52
La Roche-sur-Yon;2018-10-01;6.8;5218;52
La Roche-sur-Yon;2017-10-01;7.1;5218;52
La Roche-sur-Yon;2012-04-01;7.6;5218;52
La Roche-sur-Yon;2008-04-01;5.4;5218;52
La Roche-sur-Yon;2015-04-01;8.9;5218;52
La Roche-sur-Yon;2019-04-01;6.8;5218;52
Les Sables-d'Olonne;2007-10-01;7.8;5219;52
Les Sables-d'Olonne;2007-01-01;8.5;5219;52
Les Sables-d'Olonne;2010-10-01;9.9;5219;52
Les Sables-d'Olonne;2010-01-01;10.3;5219;52
Les Sables-d'Olonne;2017-04-01;9.4;5219;52
Les Sables-d'Olonne;2006-07-01;8.8;5219;52
Les Sables-d'Olonne;2012-10-01;10.6;5219;52
Les Sables-d'Olonne;2012-01-01;10.4;5219;52
Les Sables-d'Olonne;2005-07-01;9.5;5219;52
Les Sables-d'Olonne;2004-01-01;9.3;5219;52
Les Sables-d'Olonne;2019-04-01;8.2;5219;52
Les Sables-d'Olonne;2019-07-01;8.1;5219;52
Ancenis;2016-07-01;5.9;5201;52
Ancenis;2014-07-01;5.4;5201;52
Ancenis;2017-10-01;4.9;5201;52
Ancenis;2003-10-01;4.8;5201;52
Ancenis;2016-04-01;5.9;5201;52
Ancenis;2013-04-01;5.6;5201;52
Ancenis;2005-07-01;5.1;5201;52
Châteaubriant;2011-10-01;7.2;5202;52
Châteaubriant;2007-04-01;5.8;5202;52
Châteaubriant;2011-01-01;7.6;5202;52
Châteaubriant;2003-07-01;6.5;5202;52
Châteaubriant;2003-01-01;6.3;5202;52
Châteaubriant;2006-10-01;6.1;5202;52
Châteaubriant;2013-07-01;8.4;5202;52
Châteaubriant;2012-04-01;7.6;5202;52
Châteaubriant;2005-07-01;7.1;5202;52
Châteaubriant;2004-10-01;7.1;5202;52
Nantes;2009-01-01;6.9;5203;52
Nantes;2010-04-01;7.7;5203;52
Nantes;2014-10-01;8.5;5203;52
Nantes;2003-07-01;7.2;5203;52
Nantes;2005-07-01;7.4;5203;52
Nantes;2017-07-01;7.3;5203;52
Nantes;2020-01-01;6.1;5203;52
Nantes;2019-10-01;6.3;5203;52
Nantes;2009-04-01;7.5;5203;52
Saint-Nazaire;2009-01-01;7.6;5204;52
Saint-Nazaire;2007-10-01;6.6;5204;52
Saint-Nazaire;2007-04-01;7.9;5204;52
Saint-Nazaire;2010-07-01;9.1;5204;52
Saint-Nazaire;2010-04-01;9.0;5204;52
Saint-Nazaire;2005-01-01;8.6;5204;52
Saint-Nazaire;2017-04-01;8.3;5204;52
Saint-Nazaire;2015-07-01;9.2;5204;52
Saint-Nazaire;2013-01-01;9.2;5204;52
Saint-Nazaire;2009-10-01;9.2;5204;52
Saint-Nazaire;2005-04-01;8.8;5204;52
Saint-Nazaire;2019-10-01;7.3;5204;52
Saint-Nazaire;2019-07-01;7.6;5204;52
Angers;2011-07-01;8.5;5205;52
Angers;2005-01-01;7.9;5205;52
Angers;2015-07-01;10.4;5205;52
Angers;2016-04-01;10.1;5205;52
Angers;2013-07-01;9.9;5205;52
Angers;2009-10-01;8.9;5205;52
Angers;2013-10-01;9.8;5205;52
Angers;2004-04-01;8.2;5205;52
Angers;2008-04-01;6.6;5205;52
Angers;2008-07-01;6.8;5205;52
Angers;2009-04-01;8.8;5205;52
Angers;2019-01-01;8.7;5205;52
Cholet;2010-10-01;6.2;5206;52
Cholet;2005-10-01;6.2;5206;52
Cholet;2015-07-01;7.5;5206;52
Cholet;2016-04-01;7.1;5206;52
Cholet;2006-04-01;6.2;5206;52
Cholet;2013-04-01;7.7;5206;52
Cholet;2004-04-01;5.9;5206;52
Cholet;2005-07-01;6.1;5206;52
Cholet;2018-04-01;5.8;5206;52
Saumur;2007-10-01;7.5;5207;52
Saumur;2011-07-01;9.3;5207;52
Saumur;2014-01-01;10.4;5207;52
Saumur;2018-07-01;9.3;5207;52
Saumur;2013-10-01;10.2;5207;52
Saumur;;;5207;52
Saumur;2017-07-01;9.9;5207;52
Saumur;2020-01-01;8.2;5207;52
Saumur;2015-01-01;10.9;5207;52
Saumur;2019-04-01;8.8;5207;52
Segré;2010-04-01;6.4;5208;52
Segré;2010-01-01;6.5;5208;52
Segré;2018-10-01;6.7;5208;52
Segré;2014-10-01;7.3;5208;52
Segré;2003-10-01;4.9;5208;52
Segré;2006-07-01;5.5;5208;52
Segré;2009-07-01;6.5;5208;52
Segré;2013-10-01;7.1;5208;52
Segré;;;5208;52
Segré;2004-04-01;4.9;5208;52
Segré;2020-01-01;6.2;5208;52
Segré;2004-07-01;5.3;5208;52
Segré;2009-04-01;6.9;5208;52
Segré;2004-01-01;4.9;5208;52
Laval;2007-10-01;4.4;5209;52
Laval;2014-04-01;6.7;5209;52
Laval;2015-07-01;7.1;5209;52
Laval;2012-01-01;5.9;5209;52
Laval;2004-04-01;5.1;5209;52
Laval;2008-10-01;5.3;5209;52
Laval;2008-01-01;4.3;5209;52
Laval;2019-10-01;5.4;5209;52
Laval;2004-07-01;5.3;5209;52
Mayenne;2010-10-01;5.6;5210;52
Mayenne;2014-04-01;6.4;5210;52
Mayenne;2014-01-01;6.3;5210;52
Mayenne;2015-10-01;7.1;5210;52
Mayenne;2009-10-01;5.9;5210;52
Mayenne;2012-01-01;5.6;5210;52
Mayenne;2018-01-01;5.8;5210;52
Mayenne;2019-10-01;5.5;5210;52
La Ferté-Bernard;2007-04-01;5.1;5211;52
La Ferté-Bernard;2010-07-01;6.4;5211;52
La Ferté-Bernard;2014-10-01;8.9;5211;52
La Ferté-Bernard;2005-01-01;5.9;5211;52
La Ferté-Bernard;2003-07-01;6.0;5211;52
La Ferté-Bernard;2006-01-01;6.7;5211;52
La Ferté-Bernard;2006-04-01;6.0;5211;52
La Ferté-Bernard;2009-07-01;7.3;5211;52
La Ferté-Bernard;;;5211;52
La Ferté-Bernard;2020-01-01;6.5;5211;52
La Ferté-Bernard;2015-01-01;8.6;5211;52
La Flèche;2014-01-01;9.7;5212;52
La Flèche;2005-10-01;7.6;5212;52
La Flèche;2005-01-01;6.9;5212;52
La Flèche;2015-07-01;10.3;5212;52
La Flèche;;;5212;52
La Flèche;2012-04-01;9.0;5212;52
La Flèche;2005-07-01;7.6;5212;52
La Flèche;2008-10-01;7.4;5212;52
La Flèche;2015-04-01;10.4;5212;52
La Flèche;2019-07-01;8.7;5212;52
Le Mans;2011-10-01;8.6;5213;52
Le Mans;2009-01-01;8.1;5213;52
Le Mans;2010-10-01;8.6;5213;52
Le Mans;2014-07-01;10.1;5213;52
Le Mans;2014-04-01;10.0;5213;52
Le Mans;2014-10-01;10.4;5213;52
Le Mans;2003-07-01;6.5;5213;52
Le Mans;2003-01-01;6.6;5213;52
Le Mans;2003-10-01;6.9;5213;52
Le Mans;2016-04-01;10.0;5213;52
Le Mans;2006-10-01;7.6;5213;52
Le Mans;2009-07-01;9.0;5213;52
Le Mans;2012-10-01;9.8;5213;52
Le Mans;2004-10-01;7.3;5213;52
Le Mans;2015-01-01;10.3;5213;52
Le Mans;2019-04-01;8.4;5213;52
Sablé-sur-Sarthe;2007-10-01;5.8;5214;52
Sablé-sur-Sarthe;2003-10-01;5.7;5214;52
Sablé-sur-Sarthe;2018-07-01;7.5;5214;52
Sablé-sur-Sarthe;2012-04-01;7.9;5214;52
Sablé-sur-Sarthe;2018-04-01;7.4;5214;52
Sablé-sur-Sarthe;2017-07-01;7.8;5214;52
Sablé-sur-Sarthe;2019-01-01;6.8;5214;52
Challans;2016-07-01;9.2;5215;52
Challans;2007-10-01;6.7;5215;52
Challans;2007-04-01;7.1;5215;52
Challans;2010-07-01;9.0;5215;52
Challans;2010-04-01;9.2;5215;52
Challans;2017-10-01;8.1;5215;52
Challans;2016-04-01;9.4;5215;52
Challans;2013-01-01;10.0;5215;52
Challans;2005-04-01;8.1;5215;52
Challans;2012-07-01;9.3;5215;52
Challans;2004-04-01;7.4;5215;52
Challans;2008-01-01;6.2;5215;52
Fontenay-le-Comte;2007-01-01;6.8;5216;52
Fontenay-le-Comte;2011-07-01;8.3;5216;52
Fontenay-le-Comte;2003-04-01;6.9;5216;52
Fontenay-le-Comte;2006-01-01;7.4;5216;52
Fontenay-le-Comte;2006-04-01;7.1;5216;52
Fontenay-le-Comte;2013-07-01;10.0;5216;52
Fontenay-le-Comte;2012-10-01;9.7;5216;52
Fontenay-le-Comte;2004-04-01;7.2;5216;52
Fontenay-le-Comte;2005-07-01;7.1;5216;52
Fontenay-le-Comte;2017-07-01;8.5;5216;52
Fontenay-le-Comte;2008-04-01;5.7;5216;52
Fontenay-le-Comte;2020-01-01;7.2;5216;52
Fontenay-le-Comte;2018-01-01;8.2;5216;52
Fontenay-le-Comte;2004-10-01;7.1;5216;52
Les Herbiers;2007-04-01;3.5;5217;52
Les Herbiers;2010-04-01;5.1;5217;52
Les Herbiers;2011-01-01;4.6;5217;52
Les Herbiers;2003-10-01;4.2;5217;52
Les Herbiers;2013-04-01;5.7;5217;52
Les Herbiers;2004-04-01;4.4;5217;52
Les Herbiers;2016-01-01;5.5;5217;52
Les Herbiers;2008-04-01;3.1;5217;52
Les Herbiers;2008-01-01;2.9;5217;52
La Roche-sur-Yon;2010-10-01;7.3;5218;52
La Roche-sur-Yon;2010-04-01;7.6;5218;52
La Roche-sur-Yon;2014-01-01;8.5;5218;52
La Roche-sur-Yon;2017-01-01;7.6;5218;52
La Roche-sur-Yon;2015-07-01;8.8;5218;52
La Roche-sur-Yon;2003-10-01;6.0;5218;52
La Roche-sur-Yon;2006-04-01;6.5;5218;52
La Roche-sur-Yon;2009-07-01;7.8;5218;52
La Roche-sur-Yon;2012-07-01;7.7;5218;52
La Roche-sur-Yon;2008-01-01;5.2;5218;52
La Roche-sur-Yon;2004-01-01;6.1;5218;52
Les Sables-d'Olonne;2007-07-01;7.8;5219;52
Les Sables-d'Olonne;2007-04-01;8.0;5219;52
Les Sables-d'Olonne;2015-10-01;11.1;5219;52
Les Sables-d'Olonne;2006-01-01;9.6;5219;52
Les Sables-d'Olonne;2008-10-01;7.8;5219;52
Les Sables-d'Olonne;2004-07-01;9.4;5219;52
Ancenis;2010-01-01;6.5;5201;52
Ancenis;2018-10-01;4.7;5201;52
Ancenis;2017-01-01;5.6;5201;52
Ancenis;2013-01-01;5.7;5201;52
Ancenis;2018-07-01;4.9;5201;52
Ancenis;2008-01-01;3.6;5201;52
Ancenis;2019-10-01;5.0;5201;52
Ancenis;2004-01-01;4.8;5201;52
Ancenis;2019-07-01;5.0;5201;52
Châteaubriant;2007-01-01;6.2;5202;52
Châteaubriant;2005-01-01;6.9;5202;52
Châteaubriant;2017-01-01;7.6;5202;52
Châteaubriant;2006-07-01;6.6;5202;52
Châteaubriant;2013-01-01;8.4;5202;52
Châteaubriant;2005-04-01;7.0;5202;52
Châteaubriant;2008-10-01;5.7;5202;52
Châteaubriant;2008-01-01;5.1;5202;52
Châteaubriant;2019-01-01;6.8;5202;52
Nantes;2016-07-01;7.7;5203;52
Nantes;2007-10-01;5.9;5203;52
Nantes;2014-07-01;8.3;5203;52
Nantes;2014-01-01;8.1;5203;52
Nantes;2003-10-01;7.5;5203;52
Nantes;2016-04-01;8.0;5203;52
Nantes;2009-07-01;7.6;5203;52
Nantes;;;5203;52
Nantes;2008-04-01;5.8;5203;52
Nantes;2015-01-01;8.4;5203;52
Saint-Nazaire;2016-07-01;8.8;5204;52
Saint-Nazaire;2017-01-01;8.4;5204;52
Saint-Nazaire;2012-10-01;9.1;5204;52
Saint-Nazaire;2012-07-01;8.7;5204;52
Saint-Nazaire;2004-10-01;9.1;5204;52
Angers;2016-07-01;9.9;5205;52
Angers;2010-04-01;8.6;5205;52
Angers;2005-10-01;8.3;5205;52
Angers;2017-04-01;9.5;5205;52
Angers;2006-07-01;8.2;5205;52
Angers;2012-07-01;9.2;5205;52
Angers;2012-04-01;9.1;5205;52
Angers;2004-10-01;8.1;5205;52
Angers;2015-01-01;10.4;5205;52
Cholet;2011-10-01;6.4;5206;52
Cholet;2007-07-01;5.0;5206;52
Cholet;2007-01-01;5.5;5206;52
Cholet;2014-01-01;7.5;5206;52
Cholet;2005-01-01;5.8;5206;52
Cholet;2003-04-01;5.7;5206;52
Cholet;2005-04-01;6.0;5206;52
Cholet;2012-01-01;6.6;5206;52
Cholet;2016-01-01;7.3;5206;52
Cholet;2008-07-01;4.8;5206;52
Cholet;2020-01-01;5.0;5206;52
Saumur;2017-10-01;9.2;5207;52
Saumur;2003-07-01;7.9;5207;52
Saumur;2003-04-01;8.2;5207;52
Saumur;2003-10-01;8.6;5207;52
Saumur;2006-07-01;8.8;5207;52
Saumur;2013-04-01;10.5;5207;52
Saumur;2008-04-01;7.2;5207;52
Segré;2016-07-01;7.3;5208;52
